"SPECIES_ID","SPECIES_NAME","ALPHA_CODE","TAXONOMIC_ORDER","SCI_NAME","RECOMENDSIZE","ALLOWABLESIZE","ENDANGERED","RAPTOR","GAMEBIRD"
"4741","Streaked Horned Lark","SHLA",747,"Eremophila alpestris strigata","1B","1B","Y","",""
"4750","Black-billed Magpie","BBMA",730,"Pica hudsonia","4, 3A, 3B","4, 3A, 3B, 3, 4A","","",""
"4760","Yellow-billed Magpie","YBMA",731,"Pica nuttalli","3A","3A, 3B, 4","","",""
"4770","Blue Jay","BLJA",722,"Cyanocitta cristata","2, 3, 2A","2, 3, 2A, 3B","","",""
"4780","Steller's Jay","STJA",721,"Cyanocitta stelleri","3, 2, 3B","3, 2, 3B, 3A","","",""
"4790","Florida Scrub-Jay","FLSJ",723,"Aphelocoma coerulescens","3, 2, 2A","3, 2, 2A","Y","",""
"4810","Western Scrub-Jay","WESJ",726,"Aphelocoma californica","3, 2, 2A","3, 2, 2A, 3B","","",""
"4811","Island Scrub-Jay","ISSJ",725,"Aphelocoma insularis","3, 3B","3, 3B, 3A","","",""
"4812","Woodhouse's Scrub-Jay","WOSJ",727,"Aphelocoma woodhouseii","3, 2, 2A","3, 2, 2A, 3B","","",""
"4813","California Scrub-Jay","CASJ",724,"Aphelocoma californica","3, 2, 2A","3, 2, 2A","","",""
"4820","Mexican Jay","MEJA",728,"Aphelocoma wollweberi","3A, 3B","3A, 3B, 3","","",""
"4830","Green Jay","GREJ",719,"Cyanocorax yncas","2, 2A, 3","2, 2A, 3","","",""
"4832","Brown Jay","BRJA",718,"Psilorhinus morio","4A, 4, 3A","4A, 4, 3A","","",""
"4840","Canada Jay","CAJA",717,"Perisoreus canadensis","3, 2, 2A","3, 2, 2A","","",""
"4860","Common Raven","CORA",741,"Corvus corax","7A, 6, 7","7A, 6, 7, 7B","","",""
"4870","Chihuahuan Raven","CHRA",740,"Corvus cryptoleucus","5, 5A","5, 5A, 6","","",""
"4880","American Crow","AMCR",733,"Corvus brachyrhynchos","5, 5A","5, 5A, 6","","",""
"4890","Northwestern Crow","NOCR",734,"Corvus caurinus","4A, 4","4A, 4, 5","","",""
"4892","Hawaiian Crow","HCRO",739,"Corvus hawaiiensis","6","6","Y","",""
"4900","Fish Crow","FICR",738,"Corvus ossifragus","4A, 4","4A, 4, 5","","",""
"4910","Clark's Nutcracker","CLNU",729,"Nucifraga columbiana","3, 3B, 3A","3, 3B, 3A","","",""
"4920","Pinyon Jay","PIJA",720,"Gymnorhinus cyanocephalus","3, 2, 2A","3, 2, 2A, 3A","","",""
"4930","European Starling","EUST",874,"Sturnus vulgaris","2, 3, 2A","2, 3, 2A","","",""
"4931","Crested Myna","CRMY",875,"Acridotheres cristatellus","3, 2","3, 2","","",""
"4932","Common Myna","COMY",878,"Acridotheres tristis","3A, 3B, 3","3A, 3B, 3, 4","","",""
"4934","Hill Myna","HIMY",879,"Gracula religiosa","3","3","","",""
"4935","Jungle Myna","JUMY",877,"Acridotheres fuscus","3B, 3","3B, 3","","",""
"4940","Bobolink","BOBO",1083,"Dolichonyx oryzivorus","M: 1A, 1B / F: 1B, 1A","M: 1A, 1B / F: 1B, 1A","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan","",""
"4950","Brown-headed Cowbird","BHCO",1099,"Molothrus ater","M: 1A, 1D, 2, 1B / F: 1B, 1A, 1D","M: 1A, 1D, 2, 1B / F: 1B, 1A, 1D","","",""
"4960","Bronzed Cowbird","BROC",1098,"Molothrus aeneus","M: 2, 1D / F: 1A, 1D","M: 2, 1D, 1A / F: 1A, 1D, 2","","",""
"4961","Shiny Cowbird","SHCO",1097,"Molothrus bonariensis","2, 1D, 1A","2, 1D, 1A","","",""
"4970","Yellow-headed Blackbird","YHBL",1090,"Xanthocephalus xanthocephalus","M: 2, 3, 1D / F: 1A, 1D, 2","M: 2, 3, 1D / F: 1A, 1D, 2","","",""
"4980","Red-winged Blackbird","RWBL",1084,"Agelaius phoeniceus","M: 2, 1D / F: 1A, 1D","M: 2, 1D, 1A, 3 / F: 1A, 1D, 1B, 2","","",""
"5000","Tricolored Blackbird","TRBL",1085,"Agelaius tricolor","2, 2A, 1D","2, 2A, 1D","","",""
"5001","Tawny-shouldered Blackbird","TSBL",1086,"Agelaius humeralis","1B, 1A","1B, 1A","","",""
"5002","Yellow-shouldered Blackbird","YSBL",1087,"Agelaius xanthomus","2","2","Y","",""
"5010","Eastern Meadowlark","EAME",1088,"Sturnella magna","M: 3 / F: 2, 3","M: 3 / F: 2, 3","New Brunswick, Nova Scotia, Ontario, Québec","",""
"5011","Western Meadowlark","WEME",1089,"Sturnella neglecta","M: 3 / F: 2, 3","M: 3 / F: 2, 3","","",""
"5030","Audubon's Oriole","AUOR",1115,"Icterus graduacauda","2","2","","",""
"5031","Altamira Oriole","ALOR",1114,"Icterus gularis","3","3, 2","","",""
"5032","Spot-breasted Oriole","SPOO",1113,"Icterus pectoralis","2","2","","",""
"5040","Scott's Oriole","SCOR",1117,"Icterus parisorum","1A","1A","","",""
"5041","Black-vented Oriole","BVOR",1104,"Icterus wagleri","2","2","","",""
"5042","Black-cowled Oriole","BCOR",1105,"Icterus prosthemelas","1A, 1D, 2","1A, 1D, 2","","",""
"5043","Cuban Oriole","CUOR",1101,"Icterus melanopsis","1A, 1D, 2","1A, 1D, 2","","",""
"5044","Bahama Oriole","BAHO",1100,"Icterus northropi","1A, 1D, 2","1A, 1D, 2","","",""
"5045","Puerto Rican Oriole","PROR",1103,"Icterus portoricensis","1A, 1D, 2","1A, 1D, 2","","",""
"5046","Hispaniolan Oriole","HIOR",1102,"Icterus dominicensis","1A, 1D, 2","1A, 1D, 2","","",""
"5050","Hooded Oriole","HOOR",1107,"Icterus cucullatus","1A, 1B","1A, 1B, 1D","","",""
"5051","Streak-backed Oriole","STRO",1109,"Icterus pustulatus","1A","1A, 1P","","",""
"5060","Orchard Oriole","OROR",1106,"Icterus spurius","1B","1B, 1A","","",""
"5070","Baltimore Oriole","BAOR",1116,"Icterus galbula","1A, 1B, 1D","1A, 1B, 1D, 2","","",""
"5078","Baltimore X Bullock's Oriole Hybrid","BBOH",1111,"","1A","1A","","",""
"5080","Bullock's Oriole","BUOR",1110,"Icterus bullockii","1A, 1B, 1D","1A, 1B, 1D, 2","","",""
"5090","Rusty Blackbird","RUBL",1091,"Euphagus carolinus","2, 1D","M: 2, 1D / F: 2, 1D, 1A","","",""
"5100","Brewer's Blackbird","BRBL",1092,"Euphagus cyanocephalus","2, 1D","2, 1D, 1A","","",""
"5110","Common Grackle","COGR",1093,"Quiscalus quiscula","M: 3, 3B / F: 3, 2A","M: 3, 3B, 2A, 3A / F: 3, 2A, 2, 3A, 3B","","",""
"5120","Great-tailed Grackle","GTGR",1095,"Quiscalus mexicanus","M: 4, 3A / F: 3, 3B","M: 4, 3A / F: 3, 3B","","",""
"5130","Boat-tailed Grackle","BTGR",1094,"Quiscalus major","M: 4, 3A / F: 3, 3B","M: 4, 3A / F: 3, 3B","","",""
"5131","Greater Antillean Grackle","GAGR",1096,"Quiscalus niger","3, 2","3, 2, 3B","","",""
"5140","Evening Grosbeak","EVGR",1169,"Coccothraustes vespertinus","1A, 2, 1D","1A, 2, 1D, 1B","","",""
"5141","Brambling","BRAM",1119,"Fringilla montifringilla","1B, 1, 1C","1B, 1, 1C","","",""
"5150","Pine Grosbeak","PIGR",1125,"Pinicola enucleator","1A, 1D","1A, 1D, 1B, 2","","",""
"5161","Common Rosefinch","CORO",1150,"Carpodacus erythrinus","1B, 1, 1C","1B, 1, 1C","","",""
"5170","Purple Finch","PUFI",1152,"Haemorhous purpureus","1, 1C, 1B","1, 1C, 1B","","",""
"5180","Cassin's Finch","CAFI",1153,"Haemorhous cassinii","1B, 1, 1C","1B, 1, 1C, 1A","","",""
"5190","House Finch","HOFI",1151,"Haemorhous mexicanus","1B, 1, 1C","1B, 1, 1C, 0","","",""
"5210","Red Crossbill","RECR",1154,"Loxia curvirostra","1B, 1A","1B, 1A, 1D","Newfoundland and Labrador, Québec","",""
"5220","White-winged Crossbill","WWCR",1156,"Loxia leucoptera","1B","1B","","",""
"5240","Gray-crowned Rosy-Finch","GCRF",1122,"Leucosticte tephrocotis","1B, 1A, 1","1B, 1A, 1","","",""
"5250","Black Rosy-Finch","BLRF",1123,"Leucosticte atrata","1B, 1A, 1","1B, 1A, 1","","",""
"5260","Brown-capped Rosy-Finch","BCRF",1124,"Leucosticte australis","1B, 1A, 1","1B, 1A, 1","","",""
"5261","European Goldfinch","EUGO",1165,"Carduelis carduelis","0","0","","",""
"5270","Hoary Redpoll","HORE",1158,"Acanthis hornemanni","0, 0A","0, 0A, 1, 1C","","",""
"5276","Unidentified Common/Hoary Redpoll","UNRE",1159,"","0","0","","",""
"5280","Common Redpoll","CORE",1157,"Acanthis flammea","0, 0A","0, 0A, 1, 1C","","",""
"5290","American Goldfinch","AMGO",1164,"Spinus tristis","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"5300","Lesser Goldfinch","LEGO",1162,"Spinus psaltria","0A, 0","0A, 0, 1, 1C","","",""
"5310","Lawrence's Goldfinch","LAGO",1163,"Spinus lawrencei","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"5330","Pine Siskin","PISI",1160,"Spinus pinus","0, 0A","0, 0A, 1, 1C","","",""
"5331","Common Canary","COCA",1168,"Serinus canaria","1, 1C","1, 1C","","",""
"5332","Yellow-fronted Canary","YFCA",1167,"Crithagra mozambica","0, 1","0, 1, 0A","","",""
"5340","Snow Bunting","SNBU",900,"Plectrophenax nivalis","1A, 1B","1A, 1B, 1","","",""
"5350","McKay's Bunting","MKBU",901,"Plectrophenax hyperboreus","1B, 1A","1B, 1A","","",""
"5351","Rustic Bunting","RUBU",1061,"Emberiza rustica","1, 1C","1, 1C, 1B","","",""
"5360","Lapland Longspur","LALO",896,"Calcarius lapponicus","1, 1B","1, 1B, 1C","","",""
"5370","Smith's Longspur","SMLO",898,"Calcarius pictus","1, 1C","1, 1C, 1B","","",""
"5380","Chestnut-collared Longspur","CCLO",897,"Calcarius ornatus","1, 1C","1, 1C, 1B","Alberta, Manitoba, Saskatchewan","",""
"5390","McCown's Longspur","MCLO",899,"Rhynchophanes mccownii","1, 1C","1, 1C, 1B","Alberta, Saskatchewan","",""
"5400","Vesper Sparrow","VESP",1015,"Pooecetes gramineus","1B, 1, 1C","1B, 1, 1C, 1A","British Columbia","",""
"5410","Ipswich Sparrow","IPSP",1025,"Passerculus sandwichensis princeps","1B, 1","1B, 1","","",""
"5420","Savannah Sparrow","SAVS",1024,"Passerculus sandwichensis","1, 1C, 0","1, 1C, 0, 1B","","",""
"5430","Belding's Savannah Sparrow","BSSP",1026,"Passerculus sandwichensis beldingi","1, 1C","1, 1C","","",""
"5440","Large-billed Sparrow","LBSP",1027,"Passerculus sandwichensis rostratus","1, 1C","1, 1C","","",""
"5450","Baird's Sparrow","BAIS",1030,"Centronyx bairdii","1, 1C","1, 1C, 0","","",""
"5460","Grasshopper Sparrow","GRSP",1028,"Ammodramus savannarum","1, 1C, 0","1, 1C, 0, 0A","","",""
"5464","Florida Grasshopper Sparrow","FGSP",1029,"Ammodramus savannarum floridanus","1, 1C, 0","1, 1C, 0, 0A","Y","",""
"5470","Henslow's Sparrow","HESP",1031,"Ammodramus henslowii","0, 1C, 1","0, 1C, 1, 0A","Ontario, Québec","",""
"5480","LeConte's Sparrow","LCSP",1032,"Ammodramus leconteii","1, 1C, 0","1, 1C, 0","","",""
"5490","Saltmarsh Sparrow","SALS",1034,"Ammodramus caudacuta","1, 1B, 1C","1, 1B, 1C, 0","","",""
"5491","Nelson's Sparrow","NESP",1033,"Ammospiza nelsoni","1, 1B, 1C","1, 1B, 1C, 0","","",""
"5499","Unidentified Sharp-tailed Sparrow","STSP",1035,"","1, 1B, 1C","1, 1B, 1C, 0","","",""
"5500","Seaside Sparrow","SESP",1036,"Ammodramus maritima","1B","1B, 1, 1A","","",""
"5510","Dusky Seaside Sparrow","DSSP",1037,"Ammodramus maritima nigrescens","1B","1B","","",""
"5511","Cape Sable Seaside Sparrow","CSSS",1038,"Ammodramus maritimus mirabilis","1B","1B","Y","",""
"5520","Lark Sparrow","LASP",1016,"Chondestes grammacus","1B","1B, 1, 1A, 1P","","",""
"5530","Harris's Sparrow","HASP",1045,"Zonotrichia querula","1A","1A, 1B, 1D","","",""
"5540","White-crowned Sparrow","WCSP",1046,"Zonotrichia leucophrys","1B","1B, 1, 1A, 1P","","",""
"5541","Eastern White-crowned Sparrow","EWCS",1047,"Zonotrichia leucophrys leucophrys","1B","1B, 1, 1A","","",""
"5546","Mountain White-crowned Sparrow","MWCS",1048,"Zonotrichia leucophrys oriantha","1B","1B, 1, 1A, 1P","","",""
"5547","Puget Sound White-crowned Sparrow","PSWS",1049,"Zonotrichia leucophrys pugetensis","1B","1B, 1, 1A","","",""
"5550","Gambel's White-crowned Sparrow","GWCS",1050,"Zonotrichia leucophrys gambelii","1B","1B, 1, 1A, 1P","","",""
"5560","Nuttall's White-crowned Sparrow","NWCS",1051,"Zonotrichia leucophrys nuttalli","1B","1B, 1, 1A","","",""
"5570","Golden-crowned Sparrow","GCSP",1052,"Zonotrichia atricapilla","1B, 1A","1B, 1A, 1","","",""
"5580","White-throated Sparrow","WTSP",1044,"Zonotrichia albicollis","1B","1B, 1, 1A, 1P","","",""
"5581","Rufous-collared Sparrow","RUFS",1043,"Zonotrichia capensis","1, 1B","1, 1B","","",""
"5586","Zonotrichia Sparrow Hybrid","ZSHY",1054,"","1B","1B, 1A, 1P","","",""
"5590","American Tree Sparrow","ATSP",1008,"Spizelloides arborea","1, 0, 1C","1, 0, 1C","","",""
"5600","Chipping Sparrow","CHSP",1009,"Spizella passerina","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"5610","Clay-colored Sparrow","CCSP",1010,"Spizella pallida","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"5620","Brewer's Sparrow","BRSP",1011,"Spizella breweri","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"5630","Field Sparrow","FISP",1012,"Spizella pusilla","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"5640","Worthen's Sparrow","WOSP",1013,"Spizella wortheni","0, 0A","0, 0A","","",""
"5650","Black-chinned Sparrow","BCSP",1014,"Spizella atrogularis","0, 1C, 1","0, 1C, 1, 0A","","",""
"5660","White-winged Junco","WWJU",1053,"Junco hyemalis aikeni","1, 0, 1C","1, 0, 1C","","",""
"5670","Slate-colored Junco","SCJU",1055,"Junco hyemalis hyemalis","0, 1C, 1","0, 1C, 1, 0A","","",""
"5671","Oregon Junco","ORJU",1056,"Junco hyemalis oreganus","0, 1C, 1","0, 1C, 1, 0A","","",""
"5677","Unidentified Dark-eyed Junco","UDEJ",1057,"Junco hyemalis","0, 1C, 1","0, 1C, 1, 0A","","",""
"5690","Gray-headed Junco","GHJU",1058,"Junco hyemalis caniceps","1, 0, 1C","1, 0, 1C","","",""
"5700","Yellow-eyed Junco","YEJU",1059,"Junco phaeonotus","1, 1C, 0","1, 1C, 0","","",""
"5730","Black-throated Sparrow","BTSP",1018,"Amphispiza bilineata","0, 1C, 1","0, 1C, 1","","",""
"5740","Unspecified Sage Sparrow","USSP",1020,"","1, 1C","1, 1C, 0","","",""
"5741","San Clemente Bell's Sparrow","SCBS",1021,"Artemisiospiza belli belli","1","1","Y","",""
"5742","Five-striped Sparrow","FSSP",1017,"Amphispiza quinquestriata","1B","1B","","",""
"5743","Sagebrush Sparrow","SBSP",1019,"Artemisiospiza nevadensis","1, 1C","1, 1C, 0, 1B","","",""
"5744","Bell's Sparrow","BESP",1022,"Artemisiospiza belli","1, 1C","1, 1C","","",""
"5750","Bachman's Sparrow","BACS",1007,"Peucaea aestivalis","1, 1C","1, 1C, 1B","","",""
"5760","Botteri's Sparrow","BOSP",1005,"Peucaea botterii","1, 1C","1, 1C, 1B","","",""
"5780","Cassin's Sparrow","CASP",1006,"Peucaea cassinii","1, 1C","1, 1C, 1B","","",""
"5790","Rufous-winged Sparrow","RWSP",1004,"Peucaea carpalis","0, 1C, 1","0, 1C, 1","","",""
"5800","Rufous-crowned Sparrow","RCSP",1000,"Aimophila ruficeps","1, 1C, 1B","1, 1C, 1B","","",""
"5810","Song Sparrow","SOSP",1040,"Melospiza melodia","1B, 1, 1C","1B, 1, 1C, 1A, 1P","","",""
"5830","Lincoln's Sparrow","LISP",1041,"Melospiza lincolnii","1, 0, 1C","1, 0, 1C, 1B","","",""
"5840","Swamp Sparrow","SWSP",1042,"Melospiza georgiana","1, 1C, 0","1, 1C, 0, 1B","","",""
"5850","Fox Sparrow","FOSP",1039,"Passerella iliaca","1A, 1B","1A, 1B, 1D","","",""
"5860","Olive Sparrow","OLSP",993,"Arremonops rufivirgatus","1B, 1, 1C","1B, 1, 1C","","",""
"5861","Saffron Finch","SAFI",992,"Sicalis flaveola","1B, 1","1B, 1","","",""
"5870","Eastern Towhee","EATO",996,"Pipilo erythrophthalmus","M: 2, 1D, 1A / F: 1A, 1D, 2","M: 2, 1D, 1A / F: 1A, 1D, 2","","",""
"5876","Unidentified Rufous-sided Towhee","URST",997,"","2, 1A, 1D","2, 1A, 1D","","",""
"5880","Spotted Towhee","SPTO",995,"Pipilo maculatus","M: 1D, 2, 1A / F: 1D, 1A, 2","M: 1D, 2, 1A / F: 1D, 1A, 2, 1B","","",""
"5900","Green-tailed Towhee","GTTO",994,"Pipilo chlorurus","1A, 1B, 1D","1A, 1B, 1D, 1P, 2","","",""
"5910","Canyon Towhee","CANT",1001,"Melozone fusca","1A, 1D, 2","1A, 1D, 2","","",""
"5911","California Towhee","CALT",1002,"Melozone crissalis","2, 1A, 1D","2, 1A, 1D","","",""
"5912","Inyo California Towhee","ICTO",999,"Melozone crissalis eremophilus","1D, 2, 1A","1D, 2, 1A","Y","",""
"5920","Abert's Towhee","ABTO",1003,"Melozone aberti","1A, 2, 1D","1A, 2, 1D","","",""
"5922","Red-crested Cardinal","RCCA",974,"Paroaria coronata","1A, 1D, 2","1A, 1D, 2","","",""
"5923","Yellow-billed Cardinal","YBCA",975,"Paroaria capitata","1A, 1D","1A, 1D, 1B","","",""
"5930","Northern Cardinal","NOCA",1070,"Cardinalis cardinalis","1A, 2, 1D","1A, 2, 1D, 1B","","",""
"5940","Pyrrhuloxia","PYRR",1071,"Cardinalis sinuatus","1A, 1D","1A, 1D","","",""
"5950","Rose-breasted Grosbeak","RBGR",1073,"Pheucticus ludovicianus","1A, 1D, 2","1A, 1D, 2, 1B, 1P","","",""
"5960","Black-headed Grosbeak","BHGR",1074,"Pheucticus melanocephalus","1A, 1D, 2","1A, 1D, 2, 1B, 1P","","",""
"5970","Blue Grosbeak","BLGR",1076,"Passerina caerulea","1B, 1A","1B, 1A","","",""
"5971","Blue Bunting","BLBU",1075,"Cyanocompsa parellina","1, 1C","1, 1C, 0","","",""
"5980","Indigo Bunting","INBU",1079,"Passerina cyanea","1, 1C, 0","1, 1C, 0","","",""
"5986","Indigo X Lazuli Bunting Hybrid","ILBH",1078,"","1, 1C","1, 1C","","",""
"5990","Lazuli Bunting","LAZB",1077,"Passerina amoena","1, 1C, 0","1, 1C, 0","","",""
"6000","Varied Bunting","VABU",1080,"Passerina versicolor","1, 1C","1, 1C, 0","","",""
"6010","Painted Bunting","PABU",1081,"Passerina ciris","1, 1C","1, 1C, 0","","",""
"6020","White-collared Seedeater","WCSE",982,"Sporophila torqueola","0, 0A","0, 0A","","",""
"6021","Puerto Rican Bullfinch","PUEB",988,"Melopyrrha portoricensis","1A, 1B","1A, 1B, 2","","",""
"6022","Lesser Antillean Bullfinch","LESB",990,"Loxigilla noctis","1, 1B","1, 1B, 1A","","",""
"6030","Black-faced Grassquit","BFGR",986,"Melanospiza bicolor","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"6031","Cuban Grassquit","CUGR",984,"Phonipara canora","0A, 0","0A, 0","","",""
"6032","Yellow-faced Grassquit","YFGR",985,"Tiaris olivaceus","0, 0A, 1C","0, 0A, 1C","","",""
"6040","Dickcissel","DICK",1082,"Spiza americana","1B","1B, 1, 1A","","",""
"6050","Lark Bunting","LARB",1023,"Calamospiza melanocorys","1A","1A, 1B","Alberta, Manitoba, Saskatchewan","",""
"6061","Antillean Euphonia","ANEU",1121,"Euphonia musica","0, 1C, 1","0, 1C, 1","","",""
"6070","Western Tanager","WETA",1068,"Piranga ludoviciana","1B","1B, 1A, 1P","","",""
"6071","Flame-colored Tanager","FCTA",1069,"Piranga bidentata","1A, 1B","1A, 1B, 1P","","",""
"6080","Scarlet Tanager","SCTA",1067,"Piranga olivacea","1B","1B, 1A, 1P","","",""
"6090","Hepatic Tanager","HETA",1065,"Piranga flava","1A","1A, 1B, 2","","",""
"6100","Summer Tanager","SUTA",1066,"Piranga rubra","1A, 1B","1A, 1B, 1P","","",""
"6101","Western Spindalis","WESP",977,"Spindalis zena","1B, 1A","1B, 1A","","",""
"6102","Puerto Rican Tanager","PRTA",976,"Nesospingus speculiferus","1A, 1B","1A, 1B","","",""
"6103","Hispaniolan Spindalis","HISP",978,"Spindalis dominicensis","1B, 1A","1B, 1A","","",""
"6104","Puerto Rican Spindalis","PRSP",979,"Spindalis portoricensis","1B, 1A","1B, 1A","","",""
"6105","Jamaican Spindalis","JAMS",980,"Spindalis nigricephala","1B, 1A","1B, 1A","","",""
"6110","Purple Martin","PUMA",748,"Progne subis","1D, 1A, 2","1D, 1A, 2","","",""
"6112","Gray-breasted Martin","GBMA",750,"Progne chalybea","1A","1A","","",""
"6113","Caribbean Martin","CAMA",749,"Progne dominicensis","1A","1A","","",""
"6120","Cliff Swallow","CLSW",756,"Petrochelidon pyrrhonota","1, 1C","1, 1C, 0","","",""
"6121","Cave Swallow","CASW",757,"Petrochelidon fulva","1, 1C","1, 1C","","",""
"6130","Barn Swallow","BARS",758,"Hirundo rustica","1, 0","1, 0, 0A, 1C","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories","",""
"6140","Tree Swallow","TRES",751,"Tachycineta bicolor","1, 0, 1C","1, 0, 1C, 0A","","",""
"6150","Violet-green Swallow","VGSW",752,"Tachycineta thalassina","1, 0, 1C","1, 0, 1C, 0A","","",""
"6151","Bahama Swallow","BAHS",753,"Tachycineta cyaneoviridis","0, 1, 1C","0, 1, 1C","","",""
"6160","Bank Swallow","BANS",755,"Riparia riparia","0, 1C, 1, 0A","0, 1C, 1, 0A","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories","",""
"6170","Northern Rough-winged Swallow","NRWS",754,"Stelgidopteryx serripennis","0, 1C, 1, 0A","0, 1C, 1, 0A","","",""
"6180","Bohemian Waxwing","BOWA",890,"Bombycilla garrulus","1A","1A, 1B, 1D","","",""
"6190","Cedar Waxwing","CEDW",891,"Bombycilla cedrorum","1B","1B, 1A","","",""
"6200","Phainopepla","PHAI",894,"Phainopepla nitens","1B","1B, 1, 1A","","",""
"6210","Northern Shrike","NSHR",693,"Lanius borealis","2, 1D","2, 1D","","",""
"6211","Brown Shrike","BRSH",690,"Lanius cristatus","1B, 1A","1B, 1A","","",""
"6220","Loggerhead Shrike","LOSH",691,"Lanius ludovicianus","1D, 1A, 2","1D, 1A, 2","Alberta, Manitoba, Ontario, Québec, Saskatchewan","",""
"6226","Japanese White-eye","JAWE",807,"Zosterops japonicus","0A, 0","0A, 0, 1","","",""
"6227","San Clemente Loggerhead Shrike","SLSH",692,"Lanius ludovicianus mearnsi","1D, 1A, 2","1D, 1A, 2","Y","",""
"6230","Black-whiskered Vireo","BWVI",712,"Vireo altiloquus","1, 1C","1, 1C","","",""
"6240","Red-eyed Vireo","REVI",710,"Vireo olivaceus","1C, 1, 0","1C, 1, 0, 1B","","",""
"6250","Yellow-green Vireo","YGVI",711,"Vireo flavoviridis","1, 1C, 0","1, 1C, 0","","",""
"6260","Philadelphia Vireo","PHVI",709,"Vireo philadelphicus","0, 0A","0, 0A, 1, 1C","","",""
"6270","Warbling Vireo","WAVI",708,"Vireo gilvus","0, 1C, 1","0, 1C, 1, 0A","","",""
"6280","Yellow-throated Vireo","YTVI",702,"Vireo flavifrons","1C, 1","1C, 1, 0","","",""
"6290","Blue-headed Vireo","BHVI",705,"Vireo solitarius","1C, 1, 0","1C, 1, 0","","",""
"6291","Plumbeous Vireo","PLVI",703,"Vireo plumbeus","1C, 1, 0","1C, 1, 0","","",""
"6292","Cassin's Vireo","CAVI",704,"Vireo cassinii","1C, 1, 0","1C, 1, 0","","",""
"6299","Solitary Vireo","SOVI",706,"","1C, 1, 0","1C, 1, 0","","",""
"6300","Black-capped Vireo","BCVI",700,"Vireo atricapilla","0, 1C, 0A, 1","0, 1C, 0A, 1","","",""
"6310","White-eyed Vireo","WEVI",694,"Vireo griseus","0, 0A","0, 0A, 1, 1C","","",""
"6320","Hutton's Vireo","HUVI",707,"Vireo huttoni","0","0, 0A, 1C","","",""
"6330","Bell's Vireo","BEVI",698,"Vireo bellii","0","0, 0A, 1, 1C","","",""
"6331","Puerto Rican Vireo","PRVI",697,"Vireo latimeri","0, 1, 1C","0, 1, 1C","","",""
"6334","Least Bell's Vireo","LBVI",699,"Vireo bellii pusillus","0, 0A","0, 0A","Y","",""
"6340","Gray Vireo","GRVI",701,"Vireo vicinior","1, 1C","1, 1C, 0","","",""
"6350","Bananaquit","BANA",973,"Coereba flaveola","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"6360","Black-and-white Warbler","BAWW",911,"Mniotilta varia","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
"6366","Hybrid Warbler","HYWA",972,"","0, 0A, 1","0, 0A, 1","","",""
"6370","Prothonotary Warbler","PROW",912,"Protonotaria citrea","0","0, 0A, 1, 1C","Ontario","",""
"6380","Swainson's Warbler","SWWA",913,"Limnothlypis swainsonii","1, 1C, 0","1, 1C, 0, 0A","","",""
"6390","Worm-eating Warbler","WEWA",903,"Helmitheros vermivorum","1C, 0, 1","1C, 0, 1, 0A","","",""
"6410","Blue-winged Warbler","BWWA",907,"Vermivora cyanoptera","0A, 0","0A, 0","","",""
"6412","Brewster's Warbler","BRWA",908,"","0A, 0","0A, 0","","",""
"6413","Lawrence's Warbler","LAWA",909,"","0A, 0","0A, 0","","",""
"6416","Golden-winged x Blue-winged Warbler Hybrid","GBWH",910,"","0A, 0","0A, 0","","",""
"6420","Golden-winged Warbler","GWWA",906,"Vermivora chrysoptera","0A, 0","0A, 0","Manitoba, Ontario, Québec","",""
"6430","Lucy's Warbler","LUWA",917,"Leiothlypis luciae","0A, 0","0A, 0","","",""
"6440","Virginia's Warbler","VIWA",919,"Leiothlypis virginiae","0A, 0","0A, 0","","",""
"6450","Nashville Warbler","NAWA",918,"Leiothlypis ruficapilla","0A, 0","0A, 0","","",""
"6460","Orange-crowned Warbler","OCWA",915,"Leiothlypis celata","0, 0A","0, 0A","","",""
"6470","Tennessee Warbler","TEWA",914,"Leiothlypis peregrina","0A, 0","0A, 0","","",""
"6471","Colima Warbler","COLW",916,"Leiothlypis crissalis","0, 1, 1C","0, 1, 1C","","",""
"6480","Northern Parula","NOPA",934,"Setophaga americana","0A, 0","0A, 0","","",""
"6490","Tropical Parula","TRPA",935,"Setophaga pitiayumi","0A","0A","","",""
"6500","Cape May Warbler","CMWA",932,"Setophaga tigrina","0, 0A, 1C, 1","0, 0A, 1C, 1","","",""
