"species"	"mean"	"sd"	"median"	"Q1"	"Q3"
"Bombycilla_cedrorum"	41.7388467697997	9.59628579786554	41.9537709192241	36.1707073442032	46.1237695474583
"Haemorhous_purpureus"	23.6426080010197	5.02715100593877	21.8499771487427	20.9622004659778	29.2839363087492
"Hylocichla_mustelina"	81.9698534675862	9.48496600984436	81.042104029519	76.7790949684078	84.5590082938663
"Junco_hyemalis"	39.4234977041213	8.12235160969486	39.8100119990334	35.3278665817041	42.5999542610392
"Setophaga_coronata"	45.1974139800231	7.3195393568215	44.8961489099638	39.2758534824669	51.7862371602166
"Sialia_sialis"	5.04766549590853	0.996777044503447	4.83443471698529	4.5800322487204	5.48546920282197
"Sturnella_magna"	20.3448799668216	9.41786668828759	15.3048586053101	13.3171555512554	25.7248252998558
"Sturnus_vulgaris"	5.48798960502542	1.51916229553841	5.36595637169282	4.20885571274122	6.65998713843513
"Turdus_migratorius"	16.3332558387517	3.42293831568932	15.4378242701498	14.8367182623593	17.0374808954072
